nivel1,nivel2,nivel3,nivel4,monto
DIRECC. DEL CENTRO PARAGUAYO JAPONES,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,GASTOS DE REPRESENTACION,27000000
DIRECC. DEL CENTRO PARAGUAYO JAPONES,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,AGUINALDO,141366910
DIRECC. DEL CENTRO PARAGUAYO JAPONES,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,APORTE JUBIL. EMPLEADOR,207908193
DIRECC. DEL CENTRO PARAGUAYO JAPONES,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,APORTE JUBIL. EMPLEADOR,95783648
DIRECC. DEL CENTRO PARAGUAYO JAPONES,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRATACIÓN DE PERSONAL TÉCNICO,809916498
DIRECC. DEL CENTRO PARAGUAYO JAPONES,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,JORNALES,320694078
DIRECC. DEL CENTRO PARAGUAYO JAPONES,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRAT. DE PERS. ADMINISTRATIVO,769689495
DIRECC. DEL CENTRO PARAGUAYO JAPONES,100 SERVICIOS PERSONALES,190 OTROS GASTOS DE PERSONAL,OTROS GASTOS DE PERSONAL,60000000
DIRECC. DEL CENTRO PARAGUAYO JAPONES,200 SERVICIOS NO PERSONALES,210 SERVICIOS BASICOS,SERVICIOS BASICOS,2100000
DIRECC. DEL CENTRO PARAGUAYO JAPONES,200 SERVICIOS NO PERSONALES,230 PASAJES Y VIATICOS,PASAJES Y VIATICOS,15476300
DIRECC. DEL CENTRO PARAGUAYO JAPONES,200 SERVICIOS NO PERSONALES,"240 GASTOS P/SERV.,ASEO, MANT. Y REP.","GASTOS P/SERV.,ASEO, MANT. Y REP.",409589981
DIRECC. DEL CENTRO PARAGUAYO JAPONES,200 SERVICIOS NO PERSONALES,250 ALQUILERES Y DERECHOS,ALQUILERES Y DERECHOS,10000000
DIRECC. DEL CENTRO PARAGUAYO JAPONES,200 SERVICIOS NO PERSONALES,260 SERVICIOS TECNICOS Y PROFESIONALES,SERVICIOS TECNICOS Y PROFESIONALES,65700000
DIRECC. DEL CENTRO PARAGUAYO JAPONES,200 SERVICIOS NO PERSONALES,270 SERVICIO SOCIAL,SERVICIO SOCIAL,1600000
DIRECC. DEL CENTRO PARAGUAYO JAPONES,200 SERVICIOS NO PERSONALES,280 OTROS SERVICIOS EN GENERAL,OTROS SERVICIOS EN GENERAL,57500000
DIRECC. DEL CENTRO PARAGUAYO JAPONES,200 SERVICIOS NO PERSONALES,290 SERV. CAPACITACION Y ADIEST.,SERV. CAPACITACION Y ADIEST.,20000000
DIRECC. DEL CENTRO PARAGUAYO JAPONES,300 BIENES DE CONSUMO E INSUMOS,310 PRODUCTOS ALIMENTICIOS,PRODUCTOS ALIMENTICIOS,51973500
DIRECC. DEL CENTRO PARAGUAYO JAPONES,300 BIENES DE CONSUMO E INSUMOS,320 TEXTILES Y VESTUARIOS,TEXTILES Y VESTUARIOS,51973500
DIRECC. DEL CENTRO PARAGUAYO JAPONES,300 BIENES DE CONSUMO E INSUMOS,"330 PRODUC.PAPEL, CARTON E IMPRESOS","PRODUC.PAPEL, CARTON E IMPRESOS",104115000
DIRECC. DEL CENTRO PARAGUAYO JAPONES,300 BIENES DE CONSUMO E INSUMOS,340 BIENES DE CONSUMO OFIC.E INSUMOS,BIENES DE CONSUMO OFIC.E INSUMOS,156809000
DIRECC. DEL CENTRO PARAGUAYO JAPONES,300 BIENES DE CONSUMO E INSUMOS,350 PROD. E INST. QUIMICOS Y MEDICINALES,PROD. E INST. QUIMICOS Y MEDICINALES,79300000
DIRECC. DEL CENTRO PARAGUAYO JAPONES,300 BIENES DE CONSUMO E INSUMOS,360 COMBUSTIBLES Y LUBRICANTES,COMBUSTIBLES Y LUBRICANTES,23630000
DIRECC. DEL CENTRO PARAGUAYO JAPONES,300 BIENES DE CONSUMO E INSUMOS,390 OTROS BIENES DE CONSUMO,OTROS BIENES DE CONSUMO,62229000
DIRECC. DEL CENTRO PARAGUAYO JAPONES,500 INVERSION FISICA,530 ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,130400000
DIRECC. DEL CENTRO PARAGUAYO JAPONES,500 INVERSION FISICA,540 ADQ. DE EQ. OFIC. Y COMP.,ADQ. DE EQ. OFIC. Y COMP.,82820000
DIRECC. DEL CENTRO PARAGUAYO JAPONES,500 INVERSION FISICA,570 ADQ. DE ACTIVOS INTANGIBLES,ADQ. DE ACTIVOS INTANGIBLES,43000000
DIRECC. DEL CENTRO PARAGUAYO JAPONES,800 TRANSFERENCIAS,840 TRANSF. CORR. AL SECTOR PRIVADO,BECAS,12500000
DIRECC. DEL CENTRO PARAGUAYO JAPONES,800 TRANSFERENCIAS,840 TRANSF. CORR. AL SECTOR PRIVADO,APORTES ENT.EDUC. E INST. S/FINES DE L.,21400000
DIRECC. DEL CENTRO PARAGUAYO JAPONES,800 TRANSFERENCIAS,840 TRANSF. CORR. AL SECTOR PRIVADO,INDEMNIZACIONES,40000000
DIRECC. DEL CENTRO PARAGUAYO JAPONES,800 TRANSFERENCIAS,840 TRANSF. CORR. AL SECTOR PRIVADO,OTRAS TRANS. CORRIENTES,55000000
DIRECC. DEL CENTRO PARAGUAYO JAPONES,900 OTROS GASTOS,"910 PAGO DE IMP.,TASAS, GASTOS JUD.","PAGO DE IMP.,TASAS, GASTOS JUD.",21000000
DIRECC. DEL CENTRO PARAGUAYO JAPONES,900 OTROS GASTOS,920 DEVOL. DE IMP. Y OTROS ING. NO TRIBUT.,DEVOL. DE IMP. Y OTROS ING. NO TRIBUT.,12500000
DIRECC. DEL CENTRO CULTURAL DE LA CIUDAD,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,SUELDOS,1433347920
DIRECC. DEL CENTRO CULTURAL DE LA CIUDAD,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,GASTOS DE REPRESENTACION,27000000
DIRECC. DEL CENTRO CULTURAL DE LA CIUDAD,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,AGUINALDO,121695660
DIRECC. DEL CENTRO CULTURAL DE LA CIUDAD,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,APORTE JUBIL. EMPLEADOR,238955339
DIRECC. DEL CENTRO CULTURAL DE LA CIUDAD,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,JORNALES,627811678
DIRECC. DEL CENTRO CULTURAL DE LA CIUDAD,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRAT. DE PERS. ADMINISTRATIVO,222563575
DIRECC. DEL CENTRO CULTURAL DE LA CIUDAD,200 SERVICIOS NO PERSONALES,220 TRANSPORTE Y ALMACENAJE,TRANSPORTE Y ALMACENAJE,1000000
DIRECC. DEL CENTRO CULTURAL DE LA CIUDAD,200 SERVICIOS NO PERSONALES,230 PASAJES Y VIATICOS,PASAJES Y VIATICOS,662.4
DIRECC. DEL CENTRO CULTURAL DE LA CIUDAD,200 SERVICIOS NO PERSONALES,"240 GASTOS P/SERV.,ASEO, MANT. Y REP.","GASTOS P/SERV.,ASEO, MANT. Y REP.",200000000
DIRECC. DEL CENTRO CULTURAL DE LA CIUDAD,200 SERVICIOS NO PERSONALES,250 ALQUILERES Y DERECHOS,ALQUILERES Y DERECHOS,15000000
DIRECC. DEL CENTRO CULTURAL DE LA CIUDAD,200 SERVICIOS NO PERSONALES,260 SERVICIOS TECNICOS Y PROFESIONALES,SERVICIOS TECNICOS Y PROFESIONALES,45525000
DIRECC. DEL CENTRO CULTURAL DE LA CIUDAD,200 SERVICIOS NO PERSONALES,280 OTROS SERVICIOS EN GENERAL,OTROS SERVICIOS EN GENERAL,"11,000,00"
DIRECC. DEL CENTRO CULTURAL DE LA CIUDAD,300 BIENES DE CONSUMO E INSUMOS,"330 PRODUC.PAPEL, CARTON E IMPRESOS","PRODUC.PAPEL, CARTON E IMPRESOS",100000000
DIRECC. DEL CENTRO CULTURAL DE LA CIUDAD,300 BIENES DE CONSUMO E INSUMOS,340 BIENES DE CONSUMO OFIC.E INSUMOS,BIENES DE CONSUMO OFIC.E INSUMOS,66544295
DIRECC. DEL CENTRO CULTURAL DE LA CIUDAD,300 BIENES DE CONSUMO E INSUMOS,350 PROD. E INST. QUIMICOS Y MEDICINALES,PROD. E INST. QUIMICOS Y MEDICINALES,47729000
DIRECC. DEL CENTRO CULTURAL DE LA CIUDAD,300 BIENES DE CONSUMO E INSUMOS,390 OTROS BIENES DE CONSUMO,OTROS BIENES DE CONSUMO,68645000
DIRECC. DEL CENTRO CULTURAL DE LA CIUDAD,500 INVERSION FISICA,520 CONSTRUCCIONES,CONSTRUCCIONES,500000000
DIRECC. DEL CENTRO CULTURAL DE LA CIUDAD,500 INVERSION FISICA,530 ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,100000000
DIRECC. DEL CENTRO CULTURAL DE LA CIUDAD,500 INVERSION FISICA,540 ADQ. DE EQ. OFIC. Y COMP.,ADQ. DE EQ. OFIC. Y COMP.,200000000
DIRECC. DEL CENTRO CULTURAL DE LA CIUDAD,500 INVERSION FISICA,590 OTROS GASTOS DE INV. Y REP. MAYORES,OTROS GASTOS DE INV. Y REP. MAYORES,22954200
DIRECC. DE TRANSITO,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,SUELDOS,2260838760
DIRECC. DE TRANSITO,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,GASTOS DE REPRESENTACION,27000000
DIRECC. DE TRANSITO,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,AGUINALDO,190653230
DIRECC. DE TRANSITO,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,APORTE JUBIL. EMPLEADOR,370123338
DIRECC. DE TRANSITO,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRATACIÓN DE PERSONAL TÉCNICO,23712715
DIRECC. DE TRANSITO,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,JORNALES,962380310
DIRECC. DE TRANSITO,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRAT. DE PERS. ADMINISTRATIVO,254701720
DIRECC. DE TRANSITO,200 SERVICIOS NO PERSONALES,"240 GASTOS P/SERV.,ASEO, MANT. Y REP.","GASTOS P/SERV.,ASEO, MANT. Y REP.",31000000
DIRECC. DE TRANSITO,200 SERVICIOS NO PERSONALES,260 SERVICIOS TECNICOS Y PROFESIONALES,SERVICIOS TECNICOS Y PROFESIONALES,416100000
DIRECC. DE TRANSITO,200 SERVICIOS NO PERSONALES,280 OTROS SERVICIOS EN GENERAL,OTROS SERVICIOS EN GENERAL,28440000
DIRECC. DE TRANSITO,300 BIENES DE CONSUMO E INSUMOS,320 TEXTILES Y VESTUARIOS,TEXTILES Y VESTUARIOS,52885000
DIRECC. DE TRANSITO,300 BIENES DE CONSUMO E INSUMOS,"330 PRODUC.PAPEL, CARTON E IMPRESOS","PRODUC.PAPEL, CARTON E IMPRESOS",34632500
DIRECC. DE TRANSITO,300 BIENES DE CONSUMO E INSUMOS,340 BIENES DE CONSUMO OFIC.E INSUMOS,BIENES DE CONSUMO OFIC.E INSUMOS,428572662
DIRECC. DE TRANSITO,300 BIENES DE CONSUMO E INSUMOS,350 PROD. E INST. QUIMICOS Y MEDICINALES,PROD. E INST. QUIMICOS Y MEDICINALES,248060000
DIRECC. DE TRANSITO,300 BIENES DE CONSUMO E INSUMOS,390 OTROS BIENES DE CONSUMO,OTROS BIENES DE CONSUMO,1100000000
DIRECC. DE TRANSITO,500 INVERSION FISICA,520 CONSTRUCCIONES,CONSTRUCCIONES,200000000
DIRECC. DE TRANSITO,500 INVERSION FISICA,530 ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,1196040000
DIRECC. DE TRANSITO,500 INVERSION FISICA,540 ADQ. DE EQ. OFIC. Y COMP.,ADQ. DE EQ. OFIC. Y COMP.,43600000
DIRECC. DE TRANSITO,800 TRANSFERENCIAS,840 TRANSF. CORR. AL SECTOR PRIVADO,OTRAS TRANS. CORRIENTES,1902000000
DIRECC. DE SERV. URBANOS,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,SUELDOS,8477463840
DIRECC. DE SERV. URBANOS,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,GASTOS DE REPRESENTACION,27000000
DIRECC. DE SERV. URBANOS,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,AGUINALDO,708705320
DIRECC. DE SERV. URBANOS,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,BONIFICACIONES Y GRATIF.,3113639700
DIRECC. DE SERV. URBANOS,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,APORTE JUBIL. EMPLEADOR,9703743610
DIRECC. DE SERV. URBANOS,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRATACIÓN DE PERSONAL TÉCNICO,23712715
DIRECC. DE SERV. URBANOS,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,JORNALES,72554600150
DIRECC. DE SERV. URBANOS,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRAT. DE PERS. ADMINISTRATIVO,518141585
DIRECC. DE SERV. URBANOS,200 SERVICIOS NO PERSONALES,"240 GASTOS P/SERV.,ASEO, MANT. Y REP.","GASTOS P/SERV.,ASEO, MANT. Y REP",5000000000
DIRECC. DE SERV. URBANOS,200 SERVICIOS NO PERSONALES,250 ALQUILERES Y DERECHOS,ALQUILERES Y DERECHOS,8000000000
DIRECC. DE SERV. URBANOS,200 SERVICIOS NO PERSONALES,260 SERVICIOS TECNICOS Y PROFESIONALES,SERVICIOS TECNICOS Y PROFESIONALES,300000000
DIRECC. DE SERV. URBANOS,200 SERVICIOS NO PERSONALES,280 OTROS SERVICIOS EN GENERAL,OTROS SERVICIOS EN GENERAL,35000000000
DIRECC. DE SERV. URBANOS,300 BIENES DE CONSUMO E INSUMOS,310 PRODUCTOS ALIMENTICIOS,PRODUCTOS ALIMENTICIOS,2000000000
DIRECC. DE SERV. URBANOS,300 BIENES DE CONSUMO E INSUMOS,320 TEXTILES Y VESTUARIOS,TEXTILES Y VESTUARIOS,2500000000
DIRECC. DE SERV. URBANOS,300 BIENES DE CONSUMO E INSUMOS,340 BIENES DE CONSUMO OFIC.E INSUMOS,BIENES DE CONSUMO OFIC.E INSUMOS,2000000000
DIRECC. DE SERV. URBANOS,300 BIENES DE CONSUMO E INSUMOS,350 PROD. E INST. QUIMICOS Y MEDICINALES,PROD. E INST. QUIMICOS Y MEDICINALES,170000000
DIRECC. DE SERV. URBANOS,300 BIENES DE CONSUMO E INSUMOS,360 COMBUSTIBLES Y LUBRICANTES,COMBUSTIBLES Y LUBRICANTES,8760000000
DIRECC. DE SERV. URBANOS,300 BIENES DE CONSUMO E INSUMOS,390 OTROS BIENES DE CONSUMO,OTROS BIENES DE CONSUMO,1500000000
DIRECC. DE SERV. URBANOS,500 INVERSION FISICA,520 CONSTRUCCIONES,CONSTRUCCIONES,500000000
DIRECC. DE SERV. URBANOS,500 INVERSION FISICA,530 ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,15500000000
DIRECC. DE SERV. URBANOS,500 INVERSION FISICA,540 ADQ. DE EQ. OFIC. Y COMP.,ADQ. DE EQ. OFIC. Y COMP.,100000000
DIRECC. DE SERV. URBANOS,800 TRANSFERENCIAS,840 TRANSF. CORR. AL SECTOR PRIVADO,APORTES ENT.EDUC. E INST. S/FINES DE L.,360000000
DIRECC. DE SEGURIDAD,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,SUELDOS,3185056800
DIRECC. DE SEGURIDAD,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,GASTOS DE REPRESENTACION,27000000
DIRECC. DE SEGURIDAD,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,AGUINALDO,27000000
DIRECC. DE SEGURIDAD,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,APORTE JUBIL. EMPLEADOR,1340330464
DIRECC. DE SEGURIDAD,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,JORNALES,6725617270
DIRECC. DE SEGURIDAD,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRAT. DE PERS. ADMINISTRATIVO,191989005
DIRECC. DE SEGURIDAD,200 SERVICIOS NO PERSONALES,230 PASAJES Y VIATICOS,PASAJES Y VIATICOS,30000000
DIRECC. DE SEGURIDAD,200 SERVICIOS NO PERSONALES,260 SERVICIOS TECNICOS Y PROFESIONALES,SERVICIOS TECNICOS Y PROFESIONALES,400000000
DIRECC. DE SEGURIDAD,200 SERVICIOS NO PERSONALES,280 OTROS SERVICIOS EN GENERAL,OTROS SERVICIOS EN GENERAL,280000000
DIRECC. DE SEGURIDAD,300 BIENES DE CONSUMO E INSUMOS,320 TEXTILES Y VESTUARIOS,TEXTILES Y VESTUARIOS,620496000
DIRECC. DE SEGURIDAD,300 BIENES DE CONSUMO E INSUMOS,"330 PRODUC.PAPEL, CARTON E IMPRESOS","PRODUC.PAPEL, CARTON E IMPRESOS",80000000
DIRECC. DE SEGURIDAD,300 BIENES DE CONSUMO E INSUMOS,340 BIENES DE CONSUMO OFIC.E INSUMOS,BIENES DE CONSUMO OFIC.E INSUMOS,78500000
DIRECC. DE SEGURIDAD,500 INVERSION FISICA,530 ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,112500000
DIRECC. DE SEGURIDAD,500 INVERSION FISICA,540 ADQ. DE EQ. OFIC. Y COMP.,ADQ. DE EQ. OFIC. Y COMP.,7500000
DIRECC. DE SEGURIDAD,500 INVERSION FISICA,550 ADQ. DE EQ. MILITAR Y DE SEGURIDAD,ADQ. DE EQ. MILITAR Y DE SEGURIDAD,200000000
DIRECC. DE RECURSOS HUMANOS,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,SUELDOS,6005253120
DIRECC. DE RECURSOS HUMANOS,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,GASTOS DE REPRESENTACION,27000000
DIRECC. DE RECURSOS HUMANOS,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,AGUINALDO,502687760
DIRECC. DE RECURSOS HUMANOS,100 SERVICIOS PERSONALES,120 REMUNERACIONES TEMPORALES,REMUNERACION EXTRAORD.,662324520
DIRECC. DE RECURSOS HUMANOS,100 SERVICIOS PERSONALES,120 REMUNERACIONES TEMPORALES,REMUNERACION ADICIONAL,498197700
DIRECC. DE RECURSOS HUMANOS,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,SUBSIDIO FAMILIAR,3605465000
DIRECC. DE RECURSOS HUMANOS,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,BONIFICACIONES Y GRATIF.,24079157600
DIRECC. DE RECURSOS HUMANOS,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,APORTE JUBIL. EMPLEADOR,2660395395
DIRECC. DE RECURSOS HUMANOS,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,GRATIFIC. P/ SERV. ESPECIALES,465000000
DIRECC. DE RECURSOS HUMANOS,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRATACIÓN DE PERSONAL TÉCNICO,71138145
DIRECC. DE RECURSOS HUMANOS,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,JORNALES,27765973307
DIRECC. DE RECURSOS HUMANOS,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRAT. DE PERS. ADMINISTRATIVO,814063575
DIRECC. DE RECURSOS HUMANOS,100 SERVICIOS PERSONALES,190 OTROS GASTOS DE PERSONAL,SUBSIDIO PARA LA SALUD,5778708180
DIRECC. DE RECURSOS HUMANOS,100 SERVICIOS PERSONALES,190 OTROS GASTOS DE PERSONAL,OTROS GASTOS DE PERSONAL,2780529617
DIRECC. DE RECURSOS HUMANOS,200 SERVICIOS NO PERSONALES,230 PASAJES Y VIATICOS,PASAJES Y VIATICOS,11152000
DIRECC. DE RECURSOS HUMANOS,200 SERVICIOS NO PERSONALES,250 ALQUILERES Y DERECHOS,ALQUILERES Y DERECHOS,78000000
DIRECC. DE RECURSOS HUMANOS,200 SERVICIOS NO PERSONALES,260 SERVICIOS TECNICOS Y PROFESIONALES,SERVICIOS TECNICOS Y PROFESIONALES,12100000
DIRECC. DE RECURSOS HUMANOS,200 SERVICIOS NO PERSONALES,280 OTROS SERVICIOS EN GENERAL,OTROS SERVICIOS EN GENERAL,54750000
DIRECC. DE RECURSOS HUMANOS,200 SERVICIOS NO PERSONALES,290 SERV. CAPACITACION Y ADIEST.,SERV. CAPACITACION Y ADIEST.,600000000
DIRECC. DE RECURSOS HUMANOS,300 BIENES DE CONSUMO E INSUMOS,310 PRODUCTOS ALIMENTICIOS,PRODUCTOS ALIMENTICIOS,439942000
DIRECC. DE RECURSOS HUMANOS,300 BIENES DE CONSUMO E INSUMOS,320 TEXTILES Y VESTUARIOS,TEXTILES Y VESTUARIOS,3749400
DIRECC. DE RECURSOS HUMANOS,300 BIENES DE CONSUMO E INSUMOS,"330 PRODUC.PAPEL, CARTON E IMPRESOS","PRODUC.PAPEL, CARTON E IMPRESOS",135073500
DIRECC. DE RECURSOS HUMANOS,300 BIENES DE CONSUMO E INSUMOS,340 BIENES DE CONSUMO OFIC.E INSUMOS,BIENES DE CONSUMO OFIC.E INSUMOS,118897152
DIRECC. DE RECURSOS HUMANOS,300 BIENES DE CONSUMO E INSUMOS,350 PROD. E INST. QUIMICOS Y MEDICINALES,PROD. E INST. QUIMICOS Y MEDICINALES,22155500
DIRECC. DE RECURSOS HUMANOS,300 BIENES DE CONSUMO E INSUMOS,390 OTROS BIENES DE CONSUMO,OTROS BIENES DE CONSUMO,9628000
DIRECC. DE RECURSOS HUMANOS,500 INVERSION FISICA,530 ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,ADQ. DE MAQ. EQ. Y HERRAM. EN GENERAL,18700000
DIRECC. DE RECURSOS HUMANOS,500 INVERSION FISICA,540 ADQ. DE EQ. OFIC. Y COMP.,ADQ. DE EQ. OFIC. Y COMP.,200000000
DIRECC. DE RECURSOS HUMANOS,800 TRANSFERENCIAS,840 TRANSF. CORR. AL SECTOR PRIVADO,BECAS,1700000000
DIRECC. DE RECURSOS HUMANOS,800 TRANSFERENCIAS,840 TRANSF. CORR. AL SECTOR PRIVADO,INDEMNIZACIONES,11800000000
DIRECC. DE RECURSOS HUMANOS,800 TRANSFERENCIAS,840 TRANSF. CORR. AL SECTOR PRIVADO,OTRAS TRANS. CORRIENTES,500000000
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,SUELDOS,4572275280
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,GASTOS DE REPRESENTACION,27000000
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,100 SERVICIOS PERSONALES,110 REMUNERACIONES BASICAS,AGUINALDO,383272940
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,100 SERVICIOS PERSONALES,130 ASIGNACIONES COMPLEMENTARIAS,APORTE JUBIL. EMPLEADOR,1124844021
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRATACIÓN DE PERSONAL TÉCNICO,23712715
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,JORNALES,4400007282
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,100 SERVICIOS PERSONALES,140 PERSONAL CONTRATADO,CONTRAT. DE PERS. ADMINISTRATIVO,841939865
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,200 SERVICIOS NO PERSONALES,210 SERVICIOS BASICOS,SERVICIOS BASICOS,109639988
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,200 SERVICIOS NO PERSONALES,220 TRANSPORTE Y ALMACENAJE,TRANSPORTE Y ALMACENAJE,4700000
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,200 SERVICIOS NO PERSONALES,230 PASAJES Y VIATICOS,PASAJES Y VIATICOS,34843500
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,200 SERVICIOS NO PERSONALES,"240 GASTOS P/SERV.,ASEO, MANT. Y REP.","GASTOS P/SERV.,ASEO, MANT. Y REP.",113070000
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,200 SERVICIOS NO PERSONALES,250 ALQUILERES Y DERECHOS,ALQUILERES Y DERECHOS,400000000
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,200 SERVICIOS NO PERSONALES,260 SERVICIOS TECNICOS Y PROFESIONALES,SERVICIOS TECNICOS Y PROFESIONALES,52690000
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,200 SERVICIOS NO PERSONALES,270 SERVICIO SOCIAL,SERVICIO SOCIAL,150000000
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,200 SERVICIOS NO PERSONALES,280 OTROS SERVICIOS EN GENERAL,OTROS SERVICIOS EN GENERAL,78278000
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,200 SERVICIOS NO PERSONALES,290 SERV. CAPACITACION Y ADIEST.,SERV. CAPACITACION Y ADIEST.,20000000
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,300 BIENES DE CONSUMO E INSUMOS,320 TEXTILES Y VESTUARIOS,TEXTILES Y VESTUARIOS,74237000
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,300 BIENES DE CONSUMO E INSUMOS,"330 PRODUC.PAPEL, CARTON E IMPRESOS","PRODUC.PAPEL, CARTON E IMPRESOS",41011500
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,300 BIENES DE CONSUMO E INSUMOS,340 BIENES DE CONSUMO OFIC.E INSUMOS,BIENES DE CONSUMO OFIC.E INSUMOS,62956450
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,300 BIENES DE CONSUMO E INSUMOS,350 PROD. E INST. QUIMICOS Y MEDICINALES,PROD. E INST. QUIMICOS Y MEDICINALES,5000000
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,300 BIENES DE CONSUMO E INSUMOS,390 OTROS BIENES DE CONSUMO,OTROS BIENES DE CONSUMO,34887470
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,500 INVERSION FISICA,510 ADQUISICION DE INMUEBLES,ADQUISICION DE INMUEBLES,100020000
DIRECC. DE PROMOC. DE LA PARTICIPACION CIUDADANA,500 INVERSION FISICA,520 CONSTRUCCIONES,CONSTRUCCIONES,200000000
